Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Kansas,"Healthcare setting, inpatient",51,578,103,35,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Kansas,"Healthcare setting, outpatient or emergency room",,63,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Kansas,Decedent's home,15,803,13,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Kansas,Hospice facility,,99,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Kansas,Nursing home/long term care facility,,517,15,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Kansas,Other,,115,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Kansas,Total - All Places of Death,78,2242,130,31,,178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Kansas,"Healthcare setting, inpatient",50,587,84,27,,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Kansas,"Healthcare setting, outpatient or emergency room",,103,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Kansas,Decedent's home,,747,15,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Kansas,Hospice facility,,112,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Kansas,Nursing home/long term care facility,14,557,19,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Kansas,Other,,135,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Kansas,Total - All Places of Death,26,900,55,13,0,68,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Kansas,"Healthcare setting, inpatient",19,230,42,13,0,48,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Kansas,"Healthcare setting, outpatient or emergency room",,41,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Kansas,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Kansas,Decedent's home,,290,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Kansas,Hospice facility,,68,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Kansas,Nursing home/long term care facility,,229,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Kansas,Other,0,42,0,0,0,0,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kentucky,Total - All Places of Death,0,4531,427,0,46,473,
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kentucky,"Healthcare setting, inpatient",0,1529,323,0,33,356,
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kentucky,"Healthcare setting, outpatient or emergency room",0,326,13,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kentucky,"Healthcare setting, dead on arrival",0,10,0,0,0,0,
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kentucky,Decedent's home,0,1372,24,0,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kentucky,Hospice facility,0,446,26,0,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kentucky,Nursing home/long term care facility,0,682,40,0,0,40,
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kentucky,Other,0,165,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kentucky,Place of death unknown,0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kentucky,Total - All Places of Death,0,4073,346,0,35,381,
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kentucky,"Healthcare setting, inpatient",0,1287,244,0,29,273,
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kentucky,"Healthcare setting, outpatient or emergency room",0,321,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kentucky,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kentucky,Decedent's home,0,1249,32,0,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kentucky,Hospice facility,0,398,21,0,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kentucky,Nursing home/long term care facility,0,645,37,0,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kentucky,Other,0,168,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kentucky,Place of death unknown,0,0,0,0,0,0,
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kentucky,Total - All Places of Death,28,4324,361,19,45,415,
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kentucky,"Healthcare setting, inpatient",26,1314,275,17,28,312,
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kentucky,"Healthcare setting, outpatient or emergency room",,366,12,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kentucky,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kentucky,Decedent's home,,1418,28,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kentucky,Hospice facility,0,397,20,0,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kentucky,Nursing home/long term care facility,0,642,24,0,0,24,
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kentucky,Other,0,178,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kentucky,Place of death unknown,0,0,0,0,0,0,
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kentucky,Total - All Places of Death,246,4290,456,129,10,582,
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kentucky,"Healthcare setting, inpatient",185,1262,325,113,,403,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kentucky,"Healthcare setting, outpatient or emergency room",,313,12,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kentucky,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kentucky,Decedent's home,,1527,40,,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kentucky,Hospice facility,15,266,17,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kentucky,Nursing home/long term care facility,36,712,58,11,0,83,
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kentucky,Other,0,207,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kentucky,Place of death unknown,0,0,0,0,0,0,
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kentucky,Total - All Places of Death,225,4416,402,102,0,525,
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kentucky,"Healthcare setting, inpatient",140,1310,290,87,0,343,
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kentucky,"Healthcare setting, outpatient or emergency room",,324,12,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kentucky,"Healthcare setting, dead on arrival",0,10,0,0,0,0,
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kentucky,Decedent's home,,1589,43,,0,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kentucky,Hospice facility,18,339,22,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kentucky,Nursing home/long term care facility,50,606,32,,0,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kentucky,Other,,238,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kentucky,Place of death unknown,0,0,0,0,0,0,
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kentucky,Total - All Places of Death,155,4120,388,72,,472,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kentucky,"Healthcare setting, inpatient",108,1323,297,62,0,343,
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kentucky,"Healthcare setting, outpatient or emergency room",,325,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kentucky,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kentucky,Decedent's home,,1402,34,,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kentucky,Hospice facility,,304,14,0,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kentucky,Nursing home/long term care facility,26,532,30,,0,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kentucky,Other,,230,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kentucky,Place of death unknown,0,0,0,0,0,0,
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kentucky,Total - All Places of Death,182,4424,349,69,,463,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kentucky,"Healthcare setting, inpatient",118,1393,268,62,0,324,
